,scaffold,scaffold_fold
6558,O=C(Nc1ccc(N2C(=O)c3ccccc3C2=O)cc1)Nc1ccc(N2C(=O)c3ccc(C(=O)Nc4ccc(S(=O)(=O)c5ccccc5)cc4)cc3C2=O)cc1,6
6559,O=C(Nc1ccc(N2C(=O)c3ccccc3C2=O)cc1)c1cccc(C(=O)Nc2ccc(N3C(=O)c4ccccc4C3=O)cc2)c1,4
6560,O=C(Nc1ccc(N2C(=O)c3ccccc3C2=O)cc1)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,3
6561,O=C1c2ccccc2C(=O)N1c1ccc(NC(=S)N=Cc2cccc(N3C(=O)c4ccccc4C3=O)c2)cc1,9
6562,O=C1c2ccccc2C(=O)N1c1ccc(OCCOc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,6
6563,O=C1c2ccccc2C(=O)N1c1ccc(OCCCOc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,6
6564,O=C1c2ccccc2C(=O)N1c1ccc(OCCCCCCCCCCOc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,4
6565,O=C1c2ccccc2C(=O)N1c1ccc(OCCCCOc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,8
6566,O=C1c2ccccc2C(=O)N1c1ccc(OCCOCCOCCOCCOc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,3
6567,O=C1c2ccccc2C(=O)N1c1ccc(OCCOCCOCCOc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,6
6568,O=C1c2ccccc2C(=O)N1c1ccc(OCCOCCOCCOc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,6
6569,O=C1c2ccccc2C(=O)N1c1ccc(OCCOc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,6
6570,O=C(Nc1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccccc5)c4)c3)c2)c1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)c3)cc1)C2=O,6
6571,O=C(Nc1ccc(Oc2cccc(Oc3ccccc3)c2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)c3)cc1)C2=O,7
6572,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc2)cc1,6
6573,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc2)cc1,6
6574,O=C(Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccccc5)cc4)NC(=O)c4ccccc43)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)cc3)cc1)C2=O,7
6575,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(-c3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc2)cc1,8
6576,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)cc3)c3cccc4ccccc34)cc2)cc1,7
6577,O=C(Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3-c3ccccc3Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,6
6578,O=C(Nc1ccc(Oc2ccc(-c3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3-c3ccccc3Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,4
6579,O=C1c2ccccc2C(=O)N1c1ccc(Oc2cccc3c(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)cccc23)cc1,5
6580,O=C(Nc1ccccc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc4c(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cccc34)cc1)C2=O,6
6581,O=C(Nc1ccc(Oc2ccc(Cc3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc4c(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cccc34)cc1)C2=O,9
6582,O=C(Nc1ccc(Oc2ccc(Cc3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc4c(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cccc34)cc1)C2=O,9
6583,O=C(Nc1ccc(Oc2ccc(Oc3ccccc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc4c(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cccc34)cc1)C2=O,4
6584,O=C(Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc4c(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cccc34)cc1)C2=O,3
6585,O=C(Nc1ccc(Sc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc4c(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cccc34)cc1)C2=O,4
6586,O=C(Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)c3)cc1)C2=O,9
6587,O=C(Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccccc5)cc4)NC(=O)c4ccccc43)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)c3)cc1)C2=O,6
6588,O=C1c2ccccc2C(=O)N1c1ccc(Oc2cccc(-c3cc(-c4ccccc4)cc(-c4cccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)c4)n3)c2)cc1,2
6589,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc3ccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)cc3c2)cc1,5
6590,O=C(Nc1ccccc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4c3)cc1)C2=O,3
6591,O=C(Nc1cccc(Oc2ccccc2)c1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4c3)cc1)C2=O,9
6592,O=C(Nc1ccc(Cc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4c3)cc1)C2=O,6
6593,O=C(Nc1ccc(Cc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4c3)cc1)C2=O,6
6594,O=C(Nc1ccc(Oc2ccc(Cc3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4c3)cc1)C2=O,6
6595,O=C(Nc1ccc(Oc2ccc(Cc3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4c3)cc1)C2=O,6
6596,O=C1c2ccccc2C(=O)N1c1ccc(Oc2cc3ccccc3cc2Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,4
6597,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccccc2)cc1,9
6598,O=C(c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1)c1cccc(C(=O)c2ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc2)c1,6
6599,O=C(c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1)c1cccc(C(=O)c2ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc2)c1,6
6600,O=C(c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1)c1cccc(N2C(=O)c3ccccc3C2=O)c1,5
6601,O=C(c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1)c1ccc(C(=O)c2ccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)cc3)cc2)cc1,9
6602,O=C(c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1)c1ccc(C(=O)c2ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc2)cc1,8
6603,O=C(c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1)c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,8
6604,O=C(c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1)c1cccc(C(=O)c2ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc2)n1,7
6605,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(Cc3ccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)cc3)cc2)cc1,3
6606,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(Cc3ccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)cc3)cc2)cc1,3
6607,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(Cc3ccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)cc3)cc2)cc1,3
6608,O=C(Nc1ccc(Oc2ccc(-c3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Cc4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4)cc3)cc1)C2=O,2
6609,O=C(Nc1ccc(Oc2ccc(Oc3ccccc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C4(c5ccc(Oc6ccc(N7C(=O)c8ccccc8C7=O)cc6)cc5)CC5CC4C4CCCC54)cc3)cc1)C2=O,4
6610,O=C(Nc1ccc(Oc2ccc(Oc3ccccc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C4(c5ccc(Oc6ccc(N7C(=O)c8ccccc8C7=O)cc6)cc5)CC5CC4C4CCCC54)cc3)cc1)C2=O,4
6611,O=C(Nc1ccc(Oc2ccc(Cc3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C4(c5ccc(Oc6ccc(N7C(=O)c8ccccc8C7=O)cc6)cc5)CC5CC4C4CCCC54)cc3)cc1)C2=O,8
6612,O=C(Nc1ccc(Oc2ccc(Cc3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C4(c5ccc(Oc6ccc(N7C(=O)c8ccccc8C7=O)cc6)cc5)CC5CC4C4CCCC54)cc3)cc1)C2=O,8
6613,O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C4(c5ccc(Oc6ccc(N7C(=O)c8ccccc8C7=O)cc6)cc5)CC5CC4C4CCCC54)cc3)cc1)C2=O,8
6614,O=C(Nc1ccc(Oc2ccc(Oc3ccccc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C4(c5ccc(Oc6ccc(N7C(=O)c8ccccc8C7=O)cc6)cc5)CC5CC4C4CCCC54)cc3)cc1)C2=O,4
6615,O=C(Nc1ccccc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C4(c5ccc(Oc6ccc(N7C(=O)c8ccccc8C7=O)cc6)cc5)NC(=O)c5ccccc54)cc3)cc1)C2=O,5
6616,O=C(Nc1cccc(Oc2ccccc2)c1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C4(c5ccc(Oc6ccc(N7C(=O)c8ccccc8C7=O)cc6)cc5)NC(=O)c5ccccc54)cc3)cc1)C2=O,9
6617,O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C4(c5ccc(Oc6ccc(N7C(=O)c8ccccc8C7=O)cc6)cc5)NC(=O)c5ccccc54)cc3)cc1)C2=O,7
6618,O=C(Nc1ccc(Oc2ccc(Oc3ccccc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C4(c5ccc(Oc6ccc(N7C(=O)c8ccccc8C7=O)cc6)cc5)NC(=O)c5ccccc54)cc3)cc1)C2=O,8
6619,O=C(Nc1ccc(Sc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C4(c5ccc(Oc6ccc(N7C(=O)c8ccccc8C7=O)cc6)cc5)NC(=O)c5ccccc54)cc3)cc1)C2=O,9
6620,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,8
6621,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,8
6622,O=C1CN(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)cc2)C3=O)C(=O)N1,5
6623,O=C(c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O)N1C=CC(c2ccccc2)NC1=S,7
6624,O=C(Nc1ccccc1OCCCCCCS(=O)(=O)c1ccc(C=Cc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,9
6625,O=C(Nc1cccc(Oc2ccccc2)c1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,6
6626,O=C(Nc1ccc(C2(c3ccccc3)c3ccccc3-c3ccccc32)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,6
6627,O=C(Nc1ccc(Cc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,5
6628,O=C(Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,7
6629,O=C(Nc1ccc(Oc2ccc(Oc3ccccc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,3
6630,O=C(Nc1ccc(Oc2ccc(-c3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,5
6631,O=C(Nc1ccc(Sc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,5
6632,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,8
6633,O=C(Oc1ccc(Cc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,3
6634,O=C(c1cccc(-c2ccccc2)c1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,5
6635,O=C(c1ccccc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,4
6636,O=C(c1ccc(Oc2ccc(Cc3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,4
6637,O=C(c1ccc(Oc2ccc(C3(c4ccc(Oc5ccccc5)cc4)OC(=O)c4ccccc43)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,5
6638,O=C(c1ccc(Oc2ccc(Oc3ccccc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,9
6639,O=C(c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,6
6640,O=C(c1ccc(Oc2ccc(-c3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,3
6641,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,8
6642,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,8
6643,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,8
6644,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5c(-c6ccccc6)c(-c6ccccc6)c(-c6ccc(Oc7ccc(-c8c(-c9ccccc9)c(-c9ccccc9)cc(-c9ccccc9)c8-c8ccccc8)cc7)cc6)c(-c6ccccc6)c5-c5ccccc5)cc4C3=O)cc2)cc1,3
6645,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5c(-c6ccccc6)c(-c6ccccc6)c(-c6ccc(Sc7ccc(-c8c(-c9ccccc9)c(-c9ccccc9)cc(-c9ccccc9)c8-c8ccccc8)cc7)cc6)c(-c6ccccc6)c5-c5ccccc5)cc4C3=O)cc2)cc1,5
6646,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccccc2)cc1,9
6647,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc2)cc1,6
6648,O=C(Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)cc3)cc1)C2=O,2
6649,O=C(Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccccc5)cc4)NC(=O)c4ccccc43)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)cc3)cc1)C2=O,7
6650,O=C(Oc1ccccc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)cc3)cc1)C2=O,2
6651,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)cc3)cc2)cc1,4
6652,O=C(Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4)cc3)cc1)C2=O,8
6653,O=C(Nc1ccc(Oc2ccc(-c3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4)cc3)cc1)C2=O,7
6654,O=C(c1ccccc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4)cc3)cc1)C2=O,7
6655,O=C(c1cccc(-c2ccccc2)c1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4)cc3)cc1)C2=O,6
6656,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)cc3)cc2)cc1,9
6657,O=C(Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4)cc3)cc1)C2=O,9
6658,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc(-c8ccc(-c9ccc(-c%10ccccc%10)cc9)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,3
6659,O=C(Nc1ccccc1)c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,3
6660,O=C(Nc1ccccc1)c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,3
6661,O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,9
6662,O=C(Nc1ccc(Oc2ccc(Oc3ccccc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,2
6663,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,8
6664,O=C(Nc1ccc(-c2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,8
6665,O=C(Oc1ccc(OCCCCCCCCCCCCOc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,2
6666,O=C1c2ccccc2C(=O)N1c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,8
6667,O=C1c2ccccc2C(=O)N1c1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc2)cc1,4
6668,O=C1c2ccccc2C(=O)N1c1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(S(=O)(=O)c4ccc(N5C(=O)c6ccccc6C5=O)cc4)cc3)cc2)cc1,8
6669,O=C1c2ccccc2C(=O)N1c1ccc(Sc2ccc(Oc3ccc(Sc4ccc(N5C(=O)c6ccccc6C5=O)cc4)cc3)cc2)cc1,8
6670,O=C(Nc1ccc(C2(c3ccccc3)c3ccccc3-c3ccccc32)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(Oc4ccc(Sc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4)cc3)cc1)C2=O,9
6671,O=C1c2ccccc2C(=O)N1c1ccc(Sc2ccc(Sc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc2)cc1,7
6672,O=C1c2ccccc2C(=O)N1c1ccc(Sc2ccc(Sc3ccc(Sc4ccc(Sc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4)cc3)cc2)cc1,2
6673,O=C1c2ccccc2C(=O)N1c1ccc(-c2ccc(Oc3ccc(C4CCc5ccc(Oc6ccc(-c7ccc(N8C(=O)c9ccccc9C8=O)cc7)cc6)cc54)cc3)cc2)cc1,4
6674,O=C1c2ccccc2C(=O)N1c1ccc(-c2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,4
6675,O=C1c2ccccc2C(=O)N1c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc(N4C(=O)c5ccccc5C4=O)cc3)n2)cc1,7
6676,O=C(Nc1cccc(C(=O)c2ccccc2)c1)c1ccc2c(c1)C(=O)N(c1ccc(-c3sc(-c4ccc(N5C(=O)c6ccccc6C5=O)cc4)c(-c4ccccc4)c3-c3ccccc3)cc1)C2=O,5
6677,O=C(Nc1ccccc1)c1ccc2c(c1)C(=O)N(c1ccc(-c3sc(-c4ccc(N5C(=O)c6ccccc6C5=O)cc4)c(-c4ccccc4)c3-c3ccccc3)cc1)C2=O,8
6678,O=C(Nc1cccc(Oc2ccccc2)c1)c1ccc2c(c1)C(=O)N(c1ccc(-c3sc(-c4ccc(N5C(=O)c6ccccc6C5=O)cc4)c(-c4ccccc4)c3-c3ccccc3)cc1)C2=O,5
6679,O=C(Nc1ccc(Cc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(-c3sc(-c4ccc(N5C(=O)c6ccccc6C5=O)cc4)c(-c4ccccc4)c3-c3ccccc3)cc1)C2=O,3
6680,O=C(Nc1ccccc1)c1ccc2c(c1)C(=O)N(c1ccc(-c3sc(-c4ccc(N5C(=O)c6ccccc6C5=O)cc4)c(-c4ccccc4)c3-c3ccccc3)cc1)C2=O,8
6681,O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(-c3sc(-c4ccc(N5C(=O)c6ccccc6C5=O)cc4)c(-c4ccccc4)c3-c3ccccc3)cc1)C2=O,4
6682,O=C(Nc1ccc(Oc2ccc(Oc3ccccc3)cc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(-c3sc(-c4ccc(N5C(=O)c6ccccc6C5=O)cc4)c(-c4ccccc4)c3-c3ccccc3)cc1)C2=O,5
6683,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(-c3sc(-c4ccc(N5C(=O)c6ccccc6C5=O)cc4)c(-c4ccccc4)c3-c3ccccc3)cc1)C2=O,9
6684,O=C1c2ccccc2C(=O)N1c1ccc(Sc2ccc(N3C(=O)c4ccccc4C3=O)cn2)nc1,9
6685,O=C1c2ccccc2C(=O)N1c1ccc2c(c1)-c1cc(N3C(=O)c4ccccc4C3=O)ccc1C2,9
6686,O=C1OC(=Nc2cccc(Oc3cccc(Oc4cccc(N=C5OC(=O)c6ccccc65)c4)c3)c2)c2ccccc21,5
6687,O=C1OC(=Nc2ccc(Oc3ccc(Cc4ccc(Oc5ccc(N=C6OC(=O)c7ccccc76)cc5)cc4)cc3)cc2)c2ccccc21,5
6688,C(=Cc1ccc(C=C(c2ccccc2)c2ccc3ccccc3c2)cc1)c1ccccc1,3
6689,C(=Cc1ccc(C=C(c2ccccc2)c2ccc3ccccc3c2)cc1)c1ccccc1,3
6690,O=C(Nc1ccc(Cc2ccc(NC(=O)c3cc4ccccc4oc3=O)cc2)cc1)c1cc2ccccc2oc1=O,7
6691,O=C(Nc1ccc(Oc2ccc(Cc3ccc(Oc4ccc(NC(=O)c5cc6ccccc6oc5=O)cc4)cc3)cc2)cc1)c1cc2ccccc2oc1=O,9
